t (s),AceX,AceY,AceZ,GirX,GirY,GirZ,Altura
2.0917766094207764,17580.00,-500.00,1716.00,-940.00,45.00,128.00,-0.03
2.1063194274902344,17556.00,-496.00,1592.00,-877.00,-17.00,95.00,-0.28
2.158160924911499,17396.00,-480.00,1724.00,-892.00,17.00,132.00,-0.28
2.2095513343811035,17512.00,-552.00,1692.00,-889.00,5.00,105.00,-0.28
2.263014078140259,17556.00,-556.00,1760.00,-936.00,63.00,103.00,-0.28
2.315375566482544,17540.00,-488.00,1664.00,-900.00,23.00,124.00,0.05
2.3730788230895996,17456.00,-560.00,1512.00,-924.00,17.00,114.00,0.05
2.426468849182129,17576.00,-484.00,1716.00,-918.00,40.00,110.00,0.03
2.4797401428222656,17560.00,-572.00,1724.00,-875.00,-23.00,138.00,0.05
2.533888339996338,17548.00,-580.00,1708.00,-886.00,-5.00,130.00,0.05
2.5908734798431396,17396.00,-476.00,1604.00,-894.00,-4.00,121.00,-0.10
2.6439740657806396,17540.00,-500.00,1676.00,-896.00,-8.00,120.00,-0.10
2.6972246170043945,17492.00,-604.00,1616.00,-954.00,30.00,138.00,0.08
2.750279188156128,17556.00,-532.00,1780.00,-879.00,3.00,105.00,0.15
2.8066725730895996,17540.00,-532.00,1760.00,-923.00,60.00,130.00,-0.08
2.8652095794677734,17468.00,-504.00,1632.00,-848.00,-18.00,112.00,-0.03
2.918025255203247,17436.00,-536.00,1700.00,-907.00,28.00,106.00,-0.17
2.971688985824585,17404.00,-512.00,1692.00,-835.00,-10.00,95.00,-0.17
3.0247156620025635,17592.00,-516.00,1800.00,-884.00,8.00,116.00,0.05
3.081911563873291,17552.00,-556.00,1684.00,-846.00,-30.00,119.00,-0.30
3.135324001312256,17524.00,-488.00,1772.00,-900.00,16.00,118.00,-0.13
3.1922998428344727,17472.00,-508.00,1804.00,-910.00,-9.00,119.00,-0.11
3.2462549209594727,17484.00,-480.00,1704.00,-903.00,16.00,93.00,0.16
3.2994070053100586,17444.00,-548.00,1720.00,-887.00,35.00,110.00,0.16
3.355637788772583,17524.00,-544.00,1744.00,-810.00,-48.00,96.00,-0.11
3.4092812538146973,17504.00,-496.00,1600.00,-911.00,14.00,100.00,0.14
3.4623563289642334,17492.00,-468.00,1740.00,-894.00,11.00,104.00,-0.11
3.519596815109253,17472.00,-584.00,1512.00,-877.00,-5.00,114.00,-0.06
3.5730674266815186,17516.00,-548.00,1744.00,-916.00,-18.00,96.00,-0.11
3.6270556449890137,17620.00,-604.00,1584.00,-878.00,1.00,105.00,0.04
3.6793389320373535,17532.00,-524.00,1600.00,-868.00,-30.00,131.00,0.01
3.736931562423706,17500.00,-516.00,1664.00,-860.00,-46.00,112.00,-0.11
3.790482521057129,17632.00,-524.00,1692.00,-908.00,27.00,100.00,0.14
3.847972869873047,17380.00,-536.00,1760.00,-886.00,0.00,106.00,-0.54
3.901259660720825,17516.00,-604.00,1636.00,-898.00,11.00,148.00,-0.69
3.9540016651153564,17544.00,-488.00,1908.00,-894.00,-6.00,83.00,-0.07
4.007850408554077,17572.00,-452.00,1804.00,-855.00,-2.00,73.00,-0.07
4.064772129058838,17500.00,-572.00,1584.00,-928.00,28.00,113.00,0.12
4.118173837661743,17476.00,-460.00,1636.00,-886.00,13.00,123.00,-0.15
4.1716766357421875,17452.00,-576.00,1788.00,-873.00,-7.00,133.00,-0.15
4.228475570678711,17508.00,-628.00,1856.00,-921.00,-1.00,136.00,-0.08
4.282625436782837,17568.00,-564.00,1716.00,-880.00,-9.00,107.00,-0.36
4.339655160903931,17584.00,-488.00,1760.00,-896.00,-12.00,121.00,-0.36
4.39297080039978,17504.00,-588.00,1772.00,-904.00,32.00,120.00,-0.21
4.450266599655151,17488.00,-524.00,1628.00,-895.00,0.00,122.00,-0.06
4.5031774044036865,17464.00,-564.00,1696.00,-893.00,2.00,129.00,-0.50
4.556342840194702,17580.00,-572.00,1676.00,-867.00,3.00,114.00,-0.05
4.60941743850708,17536.00,-516.00,1676.00,-885.00,10.00,89.00,-0.27
4.667138576507568,17584.00,-504.00,1924.00,-855.00,17.00,101.00,-0.27
4.720430135726929,17488.00,-576.00,1648.00,-879.00,4.00,116.00,-0.12
4.77716326713562,17556.00,-468.00,1772.00,-866.00,-27.00,155.00,-0.12
4.830340147018433,17364.00,-508.00,1684.00,-883.00,-16.00,155.00,0.10
4.883921146392822,17492.00,-548.00,1696.00,-834.00,-32.00,76.00,-0.41
4.941437005996704,17480.00,-568.00,1652.00,-852.00,-33.00,96.00,-0.16
4.999221324920654,17360.00,-492.00,1588.00,-897.00,-43.00,129.00,-0.16
5.0524632930755615,17472.00,-468.00,1696.00,-849.00,-22.00,103.00,-0.28
5.1092329025268555,17528.00,-628.00,1680.00,-870.00,-12.00,114.00,-0.17
5.1627888679504395,17460.00,-516.00,1740.00,-896.00,19.00,114.00,-0.29
5.220012187957764,17588.00,-528.00,1636.00,-809.00,-44.00,70.00,-0.51
5.273878812789917,17572.00,-532.00,1704.00,-870.00,-5.00,141.00,-0.24
5.3308587074279785,17504.00,-556.00,1756.00,-942.00,15.00,135.00,-0.29
5.383853197097778,17472.00,-552.00,1736.00,-857.00,-4.00,123.00,-0.29
5.436727523803711,17516.00,-528.00,1764.00,-862.00,6.00,109.00,-0.36
5.4934401512146,17628.00,-512.00,1624.00,-901.00,36.00,102.00,-0.07
5.5472211837768555,17472.00,-512.00,1572.00,-847.00,-2.00,117.00,-0.12
5.6052634716033936,17520.00,-564.00,1728.00,-875.00,-4.00,127.00,-0.30
5.658172607421875,17508.00,-608.00,1732.00,-905.00,15.00,106.00,-0.18
5.715089559555054,17464.00,-480.00,1672.00,-873.00,-5.00,122.00,-0.33
5.769021511077881,17516.00,-508.00,1720.00,-893.00,34.00,95.00,-0.33
5.826266765594482,17532.00,-532.00,1680.00,-911.00,-19.00,148.00,-0.40
5.879440069198608,17468.00,-456.00,1664.00,-879.00,-14.00,115.00,-0.25
5.932585716247559,17416.00,-552.00,1764.00,-891.00,3.00,112.00,-0.27
5.990315914154053,17488.00,-464.00,1732.00,-879.00,-5.00,127.00,-0.39
6.043109893798828,17448.00,-524.00,1632.00,-897.00,-1.00,119.00,-0.52
6.100435018539429,17508.00,-520.00,1708.00,-922.00,34.00,138.00,-0.52
6.153944730758667,17428.00,-548.00,1572.00,-872.00,1.00,117.00,-0.51
6.206727981567383,17568.00,-400.00,1816.00,-880.00,-3.00,119.00,-0.61
6.264270305633545,17532.00,-452.00,1672.00,-942.00,-8.00,145.00,-0.54
6.317183971405029,17492.00,-436.00,1644.00,-939.00,58.00,145.00,-0.39
6.375066518783569,17456.00,-488.00,1700.00,-892.00,11.00,120.00,-0.41
6.427963495254517,17516.00,-632.00,1628.00,-917.00,17.00,116.00,-0.41
6.48497462272644,17512.00,-412.00,1684.00,-871.00,-9.00,106.00,-0.62
6.538501739501953,17552.00,-548.00,1640.00,-920.00,26.00,118.00,-0.67
6.595877408981323,17488.00,-456.00,1536.00,-863.00,-5.00,104.00,-0.49
6.649229288101196,17632.00,-640.00,1760.00,-886.00,19.00,129.00,-0.39
6.706494092941284,17612.00,-472.00,1720.00,-891.00,-28.00,138.00,-0.33
6.759875297546387,17516.00,-572.00,1628.00,-836.00,-23.00,73.00,-0.31
6.817149877548218,17460.00,-544.00,1644.00,-857.00,-16.00,135.00,-0.31
6.874066591262817,17436.00,-476.00,1768.00,-880.00,-20.00,113.00,-0.05
6.923347234725952,17512.00,-496.00,1764.00,-866.00,8.00,80.00,-0.23
6.981193542480469,17496.00,-468.00,1680.00,-936.00,46.00,157.00,-0.35
7.034692049026489,17476.00,-528.00,1816.00,-890.00,3.00,117.00,-0.18
7.091917037963867,17528.00,-452.00,1656.00,-913.00,-1.00,133.00,-0.25
7.1450417041778564,17508.00,-508.00,1624.00,-851.00,-31.00,110.00,-0.25
7.202119827270508,17580.00,-572.00,1712.00,-851.00,-3.00,119.00,-0.12
7.25555682182312,17444.00,-624.00,1628.00,-906.00,3.00,100.00,-0.14
7.309197664260864,17648.00,-576.00,1588.00,-897.00,27.00,103.00,-0.13
7.365966320037842,17544.00,-476.00,1812.00,-921.00,52.00,113.00,-0.28
7.423567533493042,17528.00,-496.00,1500.00,-888.00,-11.00,113.00,-0.33
7.476306438446045,17532.00,-604.00,1672.00,-873.00,15.00,107.00,-0.40
7.530136823654175,17508.00,-544.00,1636.00,-898.00,18.00,102.00,-0.38
7.586665868759155,17468.00,-628.00,1584.00,-865.00,-11.00,116.00,-0.40
7.644940376281738,17532.00,-540.00,1708.00,-909.00,17.00,117.00,-0.12
7.698098182678223,17532.00,-408.00,1672.00,-871.00,-16.00,118.00,-0.02
7.755284786224365,17460.00,-500.00,1708.00,-866.00,-5.00,108.00,-0.31
7.8089683055877686,17484.00,-568.00,1784.00,-878.00,-36.00,118.00,-0.26
7.865753412246704,17508.00,-544.00,1704.00,-881.00,-13.00,126.00,-0.26
7.922975063323975,17432.00,-548.00,1656.00,-893.00,33.00,114.00,-0.22
7.976223945617676,17452.00,-544.00,1664.00,-868.00,3.00,134.00,-0.10
8.028942584991455,17480.00,-532.00,1788.00,-880.00,-9.00,89.00,0.07
8.082224607467651,17472.00,-504.00,1720.00,-882.00,10.00,95.00,0.14
8.136138200759888,17460.00,-496.00,1644.00,-885.00,-19.00,97.00,0.13
8.189103364944458,17436.00,-556.00,1788.00,-878.00,-16.00,127.00,0.06
8.242363214492798,17544.00,-496.00,1740.00,-883.00,14.00,131.00,0.06
8.300099611282349,17564.00,-660.00,1632.00,-858.00,-19.00,124.00,0.18
8.353707075119019,17468.00,-620.00,1644.00,-885.00,15.00,126.00,0.20
8.40688705444336,17576.00,-496.00,1516.00,-890.00,-7.00,111.00,0.14
8.460010528564453,17456.00,-584.00,1656.00,-870.00,1.00,96.00,0.09
8.513020753860474,17384.00,-528.00,1804.00,-877.00,9.00,110.00,-0.11
8.570237398147583,17412.00,-568.00,1720.00,-874.00,-7.00,115.00,-0.11
8.623791933059692,17520.00,-584.00,1720.00,-874.00,-41.00,98.00,-0.07
8.676839351654053,17424.00,-456.00,1744.00,-902.00,-5.00,124.00,-0.16
8.7339186668396,17448.00,-556.00,1680.00,-876.00,-15.00,120.00,-0.42
8.791511297225952,17540.00,-468.00,1720.00,-874.00,-2.00,109.00,-0.38
8.845058917999268,17496.00,-552.00,1768.00,-875.00,18.00,105.00,-0.27
8.90243148803711,17480.00,-572.00,1648.00,-895.00,38.00,125.00,-0.30
8.955489158630371,17564.00,-456.00,1680.00,-897.00,-9.00,122.00,0.02
9.00851321220398,17524.00,-524.00,1688.00,-915.00,68.00,118.00,-0.07
9.061543941497803,17576.00,-524.00,1756.00,-879.00,1.00,100.00,-0.01
9.118661880493164,17548.00,-508.00,1600.00,-866.00,2.00,104.00,-0.16
9.172449350357056,17504.00,-496.00,1684.00,-878.00,-48.00,128.00,-0.41
9.229305267333984,17496.00,-520.00,1780.00,-874.00,24.00,109.00,-0.41
9.282929182052612,17484.00,-532.00,1784.00,-866.00,-4.00,99.00,-0.37
9.336545705795288,17372.00,-480.00,1680.00,-894.00,13.00,114.00,-0.23
9.393017768859863,17492.00,-500.00,1716.00,-903.00,14.00,111.00,0.05
9.446698665618896,17480.00,-564.00,1676.00,-911.00,23.00,114.00,-0.16
9.500180959701538,17532.00,-496.00,1668.00,-892.00,13.00,133.00,0.04
9.553489446640015,17416.00,-456.00,1704.00,-876.00,23.00,135.00,0.04
